,iso2,year,sex,age,count
2212,BF,1996,F,25-34,97.0
2213,BF,1996,F,35-44,67.0
2214,BF,1996,F,45-54,58.0
2215,BF,1996,F,55-64,31.0
2216,BF,1996,F,>65,10.0
2217,BF,1997,M,<14,3.0
2218,BF,1997,M,15-24,47.0
2219,BF,1997,M,25-34,161.0
2220,BF,1997,M,35-44,148.0
2221,BF,1997,M,45-54,115.0
2222,BF,1997,M,55-64,65.0
2223,BF,1997,M,>65,36.0
2224,BF,1997,F,<14,10.0
2225,BF,1997,F,15-24,51.0
2226,BF,1997,F,25-34,97.0
2227,BF,1997,F,35-44,67.0
2228,BF,1997,F,45-54,58.0
2229,BF,1997,F,55-64,31.0
2230,BF,1997,F,>65,10.0
2231,BF,1998,M,<14,4.0
2232,BF,1998,M,15-24,104.0
2233,BF,1998,M,25-34,270.0
2234,BF,1998,M,35-44,236.0
2235,BF,1998,M,45-54,159.0
2236,BF,1998,M,55-64,89.0
2237,BF,1998,M,>65,65.0
2238,BF,1998,F,<14,9.0
2239,BF,1998,F,15-24,83.0
2240,BF,1998,F,25-34,98.0
2241,BF,1998,F,35-44,86.0
2242,BF,1998,F,45-54,82.0
2243,BF,1998,F,55-64,32.0
2244,BF,1998,F,>65,14.0
2245,BF,1999,M,<14,13.0
2246,BF,1999,M,15-24,85.0
2247,BF,1999,M,25-34,247.0
2248,BF,1999,M,35-44,216.0
2249,BF,1999,M,45-54,118.0
2250,BF,1999,M,55-64,83.0
2251,BF,1999,M,>65,56.0
2252,BF,1999,F,<14,8.0
2253,BF,1999,F,15-24,67.0
2254,BF,1999,F,25-34,141.0
2255,BF,1999,F,35-44,92.0
2256,BF,1999,F,45-54,63.0
2257,BF,1999,F,55-64,39.0
2258,BF,1999,F,>65,20.0
2259,BF,2000,M,<14,12.0
2260,BF,2000,M,15-24,91.0
2261,BF,2000,M,25-34,274.0
2262,BF,2000,M,35-44,252.0
2263,BF,2000,M,45-54,133.0
2264,BF,2000,M,55-64,68.0
2265,BF,2000,M,>65,65.0
2266,BF,2000,F,<14,7.0
2267,BF,2000,F,15-24,59.0
2268,BF,2000,F,25-34,128.0
2269,BF,2000,F,35-44,101.0
2270,BF,2000,F,45-54,45.0
2271,BF,2000,F,55-64,38.0
2272,BF,2000,F,>65,14.0
2273,BF,2001,M,<14,7.0
2274,BF,2001,M,15-24,124.0
2275,BF,2001,M,25-34,283.0
2276,BF,2001,M,35-44,279.0
2277,BF,2001,M,45-54,168.0
2278,BF,2001,M,55-64,122.0
2279,BF,2001,M,>65,70.0
2280,BF,2001,F,<14,17.0
2281,BF,2001,F,15-24,80.0
2282,BF,2001,F,25-34,155.0
2283,BF,2001,F,35-44,100.0
2284,BF,2001,F,45-54,49.0
2285,BF,2001,F,55-64,32.0
2286,BF,2001,F,>65,32.0
2287,BF,2002,M,<14,6.0
2288,BF,2002,M,15-24,123.0
2289,BF,2002,M,25-34,273.0
2290,BF,2002,M,35-44,266.0
2291,BF,2002,M,45-54,156.0
2292,BF,2002,M,55-64,124.0
2293,BF,2002,M,>65,83.0
2294,BF,2002,F,<14,12.0
2295,BF,2002,F,15-24,85.0
2296,BF,2002,F,25-34,159.0
2297,BF,2002,F,35-44,104.0
2298,BF,2002,F,45-54,80.0
2299,BF,2002,F,55-64,30.0
2300,BF,2002,F,>65,25.0
2301,BF,2003,M,<14,14.0
2302,BF,2003,M,15-24,148.0
2303,BF,2003,M,25-34,313.0
2304,BF,2003,M,35-44,321.0
2305,BF,2003,M,45-54,162.0
2306,BF,2003,M,55-64,129.0
2307,BF,2003,M,>65,80.0
2308,BF,2003,F,<14,19.0
2309,BF,2003,F,15-24,102.0
2310,BF,2003,F,25-34,131.0
2311,BF,2003,F,35-44,132.0
2312,BF,2003,F,45-54,70.0
2313,BF,2003,F,55-64,46.0
2314,BF,2003,F,>65,36.0
2315,BF,2004,M,<14,10.0
2316,BF,2004,M,15-24,155.0
2317,BF,2004,M,25-34,375.0
2318,BF,2004,M,35-44,308.0
2319,BF,2004,M,45-54,204.0
2320,BF,2004,M,55-64,138.0
2321,BF,2004,M,>65,102.0
2322,BF,2004,F,<14,22.0
2323,BF,2004,F,15-24,109.0
2324,BF,2004,F,25-34,196.0
2325,BF,2004,F,35-44,148.0
2326,BF,2004,F,45-54,72.0
2327,BF,2004,F,55-64,54.0
2328,BF,2004,F,>65,33.0
2329,BF,2005,M,<14,18.0
2330,BF,2005,M,15-24,181.0
2331,BF,2005,M,25-34,430.0
2332,BF,2005,M,35-44,370.0
2333,BF,2005,M,45-54,273.0
2334,BF,2005,M,55-64,144.0
2335,BF,2005,M,>65,113.0
2336,BF,2005,F,<14,15.0
2337,BF,2005,F,15-24,125.0
2338,BF,2005,F,25-34,248.0
2339,BF,2005,F,35-44,174.0
2340,BF,2005,F,45-54,109.0
2341,BF,2005,F,55-64,54.0
2342,BF,2005,F,>65,40.0
2343,BF,2006,M,<14,13.0
2344,BF,2006,M,15-24,227.0
2345,BF,2006,M,25-34,473.0
2346,BF,2006,M,35-44,433.0
2347,BF,2006,M,45-54,307.0
2348,BF,2006,M,55-64,183.0
2349,BF,2006,M,>65,140.0
2350,BF,2006,F,<14,33.0
2351,BF,2006,F,15-24,155.0
2352,BF,2006,F,25-34,252.0
2353,BF,2006,F,35-44,198.0
2354,BF,2006,F,45-54,99.0
2355,BF,2006,F,55-64,99.0
2356,BF,2006,F,>65,47.0
2357,BF,2007,M,<14,8.0
2358,BF,2007,M,15-24,233.0
2359,BF,2007,M,25-34,442.0
2360,BF,2007,M,35-44,429.0
2361,BF,2007,M,45-54,303.0
2362,BF,2007,M,55-64,176.0
2363,BF,2007,M,>65,145.0
2364,BF,2007,F,<14,29.0
2365,BF,2007,F,15-24,157.0
2366,BF,2007,F,25-34,243.0
2367,BF,2007,F,35-44,187.0
2368,BF,2007,F,45-54,129.0
2369,BF,2007,F,55-64,88.0
2370,BF,2007,F,>65,45.0
2371,BF,2008,M,<14,8.0
2372,BF,2008,M,15-24,225.0
2373,BF,2008,M,25-34,555.0
2374,BF,2008,M,35-44,448.0
2375,BF,2008,M,45-54,314.0
2376,BF,2008,M,55-64,174.0
2377,BF,2008,M,>65,146.0
2378,BF,2008,F,<14,33.0
2379,BF,2008,F,15-24,143.0
2380,BF,2008,F,25-34,250.0
2381,BF,2008,F,35-44,180.0
2382,BF,2008,F,45-54,116.0
2383,BF,2008,F,55-64,107.0
2384,BF,2008,F,>65,57.0
2385,BG,2000,M,15-24,13.0
2386,BG,2000,M,25-34,16.0
2387,BG,2000,M,35-44,20.0
2388,BG,2000,M,45-54,3.0
2389,BG,2000,M,55-64,9.0
2390,BG,2000,M,>65,10.0
2391,BG,2000,F,15-24,11.0
2392,BG,2000,F,25-34,14.0
2393,BG,2000,F,35-44,7.0
2394,BG,2000,F,45-54,3.0
2395,BG,2000,F,55-64,4.0
2396,BG,2000,F,>65,6.0
2397,BG,2001,M,<14,1.0
2398,BG,2001,M,15-24,15.0
2399,BG,2001,M,25-34,20.0
2400,BG,2001,M,35-44,23.0
2401,BG,2001,M,45-54,23.0
2402,BG,2001,M,55-64,18.0
2403,BG,2001,M,>65,13.0
2404,BG,2001,F,<14,1.0
2405,BG,2001,F,15-24,11.0
2406,BG,2001,F,25-34,16.0
2407,BG,2001,F,35-44,13.0
2408,BG,2001,F,45-54,5.0
2409,BG,2001,F,55-64,2.0
2410,BG,2001,F,>65,9.0
2411,BG,2002,M,<14,2.0
2412,BG,2002,M,15-24,62.0
2413,BG,2002,M,25-34,86.0
2414,BG,2002,M,35-44,116.0
2415,BG,2002,M,45-54,132.0
2416,BG,2002,M,55-64,58.0
2417,BG,2002,M,>65,56.0
2418,BG,2002,F,<14,6.0
2419,BG,2002,F,15-24,48.0
2420,BG,2002,F,25-34,73.0
2421,BG,2002,F,35-44,45.0
2422,BG,2002,F,45-54,19.0
2423,BG,2002,F,55-64,9.0
2424,BG,2002,F,>65,30.0
2425,BG,2003,M,<14,3.0
2426,BG,2003,M,15-24,99.0
2427,BG,2003,M,25-34,169.0
2428,BG,2003,M,35-44,178.0
2429,BG,2003,M,45-54,200.0
2430,BG,2003,M,55-64,121.0
2431,BG,2003,M,>65,89.0
2432,BG,2003,F,<14,7.0
2433,BG,2003,F,15-24,85.0
2434,BG,2003,F,25-34,106.0
2435,BG,2003,F,35-44,63.0
2436,BG,2003,F,45-54,44.0
2437,BG,2003,F,55-64,32.0
2438,BG,2003,F,>65,58.0
2439,BG,2004,M,<14,10.0
2440,BG,2004,M,15-24,97.0
2441,BG,2004,M,25-34,156.0
2442,BG,2004,M,35-44,166.0
2443,BG,2004,M,45-54,204.0
2444,BG,2004,M,55-64,153.0
2445,BG,2004,M,>65,111.0
2446,BG,2004,F,<14,4.0
2447,BG,2004,F,15-24,84.0
2448,BG,2004,F,25-34,111.0
2449,BG,2004,F,35-44,64.0
2450,BG,2004,F,45-54,49.0
2451,BG,2004,F,55-64,35.0
2452,BG,2004,F,>65,71.0
2453,BG,2005,M,<14,9.0
2454,BG,2005,M,15-24,98.0
2455,BG,2005,M,25-34,150.0
2456,BG,2005,M,35-44,195.0
2457,BG,2005,M,45-54,195.0
2458,BG,2005,M,55-64,150.0
2459,BG,2005,M,>65,136.0
2460,BG,2005,F,<14,9.0
2461,BG,2005,F,15-24,90.0
2462,BG,2005,F,25-34,111.0
2463,BG,2005,F,35-44,59.0
2464,BG,2005,F,45-54,29.0
2465,BG,2005,F,55-64,37.0
2466,BG,2005,F,>65,70.0
2467,BG,2006,M,<14,6.0
2468,BG,2006,M,15-24,86.0
2469,BG,2006,M,25-34,146.0
2470,BG,2006,M,35-44,170.0
2471,BG,2006,M,45-54,184.0
2472,BG,2006,M,55-64,133.0
2473,BG,2006,M,>65,123.0
2474,BG,2006,F,<14,12.0
2475,BG,2006,F,15-24,76.0
2476,BG,2006,F,25-34,96.0
2477,BG,2006,F,35-44,86.0
2478,BG,2006,F,45-54,34.0
2479,BG,2006,F,55-64,24.0
2480,BG,2006,F,>65,59.0
2481,BG,2007,M,<14,7.0
2482,BG,2007,M,15-24,63.0
2483,BG,2007,M,25-34,122.0
2484,BG,2007,M,35-44,181.0
2485,BG,2007,M,45-54,176.0
2486,BG,2007,M,55-64,131.0
2487,BG,2007,M,>65,90.0
2488,BG,2007,F,<14,4.0
2489,BG,2007,F,15-24,63.0
2490,BG,2007,F,25-34,77.0
2491,BG,2007,F,35-44,53.0
2492,BG,2007,F,45-54,38.0
2493,BG,2007,F,55-64,29.0
2494,BG,2007,F,>65,46.0
2495,BG,2008,M,<14,2.0
2496,BG,2008,M,15-24,80.0
2497,BG,2008,M,25-34,145.0
2498,BG,2008,M,35-44,151.0
2499,BG,2008,M,45-54,159.0
2500,BG,2008,M,55-64,127.0
2501,BG,2008,M,>65,68.0
2502,BG,2008,F,<14,1.0
2503,BG,2008,F,15-24,57.0
2504,BG,2008,F,25-34,78.0
2505,BG,2008,F,35-44,54.0
2506,BG,2008,F,45-54,31.0
2507,BG,2008,F,55-64,23.0
2508,BG,2008,F,>65,44.0
2509,BH,1995,M,25-34,1.0
2510,BH,1995,M,35-44,2.0
2511,BH,1995,M,45-54,3.0
2512,BH,1995,M,55-64,1.0
2513,BH,1995,M,>65,3.0
2514,BH,1995,F,15-24,1.0
2515,BH,1995,F,25-34,1.0
2516,BH,1995,F,35-44,2.0
2517,BH,1995,F,55-64,1.0
2518,BH,1995,F,>65,1.0
2519,BH,1996,M,15-24,8.0
2520,BH,1996,M,25-34,25.0
2521,BH,1996,M,35-44,24.0
2522,BH,1996,M,45-54,16.0
2523,BH,1996,M,55-64,7.0
2524,BH,1996,M,>65,6.0
2525,BH,1996,F,<14,1.0
2526,BH,1996,F,15-24,10.0
2527,BH,1996,F,25-34,11.0
2528,BH,1996,F,35-44,7.0
2529,BH,1996,F,55-64,3.0
2530,BH,1996,F,>65,3.0
2531,BH,1997,M,<14,1.0
2532,BH,1997,M,15-24,11.0
2533,BH,1997,M,25-34,32.0
2534,BH,1997,M,35-44,19.0
2535,BH,1997,M,45-54,10.0
2536,BH,1997,M,55-64,4.0
2537,BH,1997,M,>65,10.0
2538,BH,1997,F,15-24,4.0
2539,BH,1997,F,25-34,11.0
2540,BH,1997,F,35-44,4.0
2541,BH,1997,F,45-54,2.0
2542,BH,1997,F,55-64,1.0
2543,BH,1997,F,>65,1.0
2544,BH,1998,M,15-24,3.0
2545,BH,1998,M,25-34,40.0
2546,BH,1998,M,35-44,36.0
2547,BH,1998,M,45-54,20.0
2548,BH,1998,M,55-64,13.0
2549,BH,1998,M,>65,22.0
2550,BH,1998,F,<14,3.0
2551,BH,1998,F,15-24,4.0
2552,BH,1998,F,25-34,9.0
2553,BH,1998,F,35-44,7.0
2554,BH,1998,F,45-54,5.0
2555,BH,1998,F,55-64,2.0
2556,BH,1998,F,>65,6.0
2557,BH,1999,M,15-24,12.0
2558,BH,1999,M,25-34,19.0
2559,BH,1999,M,35-44,14.0
2560,BH,1999,M,45-54,13.0
2561,BH,1999,M,55-64,5.0
2562,BH,1999,M,>65,3.0
2563,BH,1999,F,15-24,6.0
2564,BH,1999,F,25-34,11.0
2565,BH,1999,F,35-44,6.0
2566,BH,1999,F,55-64,1.0
2567,BH,1999,F,>65,3.0
2568,BH,2000,M,25-34,3.0
2569,BH,2000,M,35-44,2.0
2570,BH,2000,M,45-54,5.0
2571,BH,2000,M,55-64,3.0
2572,BH,2000,M,>65,4.0
2573,BH,2000,F,15-24,1.0
2574,BH,2000,F,25-34,2.0
2575,BH,2000,F,45-54,1.0
2576,BH,2000,F,55-64,1.0
2577,BH,2000,F,>65,1.0
2578,BH,2001,M,15-24,1.0
2579,BH,2001,M,25-34,2.0
2580,BH,2001,M,35-44,2.0
2581,BH,2001,M,45-54,6.0
2582,BH,2001,M,55-64,1.0
2583,BH,2001,M,>65,6.0
2584,BH,2001,F,15-24,1.0
2585,BH,2001,F,25-34,2.0
2586,BH,2001,F,45-54,2.0
2587,BH,2002,M,15-24,1.0
2588,BH,2002,M,25-34,1.0
2589,BH,2002,M,35-44,2.0
2590,BH,2002,M,45-54,2.0
2591,BH,2002,M,55-64,1.0
2592,BH,2002,M,>65,5.0
2593,BH,2002,F,15-24,1.0
2594,BH,2002,F,25-34,1.0
2595,BH,2002,F,35-44,1.0
2596,BH,2002,F,45-54,1.0
2597,BH,2002,F,>65,1.0
2598,BH,2003,M,15-24,2.0
2599,BH,2003,M,25-34,2.0
2600,BH,2003,M,35-44,1.0
2601,BH,2003,M,45-54,1.0
2602,BH,2003,M,55-64,3.0
2603,BH,2003,M,>65,4.0
2604,BH,2003,F,15-24,1.0
2605,BH,2003,F,45-54,1.0
2606,BH,2003,F,55-64,1.0
2607,BH,2004,M,35-44,2.0
2608,BH,2004,M,45-54,2.0
2609,BH,2004,M,>65,1.0
2610,BH,2004,F,15-24,1.0
2611,BH,2004,F,25-34,1.0
2612,BH,2004,F,35-44,1.0
2613,BH,2004,F,55-64,1.0
2614,BH,2004,F,>65,2.0
2615,BH,2005,M,35-44,2.0
2616,BH,2005,M,45-54,3.0
2617,BH,2005,M,>65,4.0
2618,BH,2005,F,<14,1.0
2619,BH,2005,F,15-24,1.0
2620,BH,2005,F,35-44,3.0
2621,BH,2005,F,45-54,1.0
2622,BH,2006,M,15-24,10.0
2623,BH,2006,M,25-34,25.0
2624,BH,2006,M,35-44,11.0
2625,BH,2006,M,45-54,18.0
2626,BH,2006,M,55-64,1.0
2627,BH,2006,M,>65,1.0
2628,BH,2006,F,15-24,7.0
2629,BH,2006,F,25-34,14.0
2630,BH,2006,F,35-44,4.0
2631,BH,2006,F,45-54,5.0
2632,BH,2006,F,55-64,2.0
2633,BH,2007,M,15-24,8.0
2634,BH,2007,M,25-34,26.0
2635,BH,2007,M,35-44,15.0
2636,BH,2007,M,45-54,8.0
2637,BH,2007,M,55-64,4.0
2638,BH,2007,M,>65,3.0
2639,BH,2007,F,<14,1.0
2640,BH,2007,F,15-24,10.0
2641,BH,2007,F,25-34,15.0
2642,BH,2007,F,35-44,5.0
2643,BH,2007,F,45-54,3.0
2644,BH,2007,F,>65,1.0
2645,BH,2008,M,15-24,17.0
2646,BH,2008,M,25-34,48.0
2647,BH,2008,M,35-44,27.0
2648,BH,2008,M,45-54,8.0
2649,BH,2008,M,55-64,2.0
2650,BH,2008,M,>65,3.0
2651,BH,2008,F,15-24,12.0
2652,BH,2008,F,25-34,16.0
2653,BH,2008,F,35-44,8.0
2654,BH,2008,F,45-54,1.0
2655,BI,1995,M,<14,5.0
2656,BI,1995,M,15-24,128.0
2657,BI,1995,M,25-34,238.0
2658,BI,1995,M,35-44,224.0
2659,BI,1995,M,45-54,73.0
2660,BI,1995,M,55-64,32.0
2661,BI,1995,M,>65,19.0
2662,BI,1995,F,<14,19.0
2663,BI,1995,F,15-24,109.0
2664,BI,1995,F,25-34,124.0
2665,BI,1995,F,35-44,89.0
2666,BI,1995,F,45-54,33.0
2667,BI,1995,F,55-64,12.0
2668,BI,1995,F,>65,4.0
2669,BI,1996,M,<14,16.0
2670,BI,1996,M,15-24,217.0
2671,BI,1996,M,25-34,283.0
2672,BI,1996,M,35-44,274.0
2673,BI,1996,M,45-54,116.0
2674,BI,1996,M,55-64,41.0
2675,BI,1996,M,>65,17.0
2676,BI,1996,F,<14,18.0
2677,BI,1996,F,15-24,132.0
2678,BI,1996,F,25-34,203.0
2679,BI,1996,F,35-44,112.0
2680,BI,1996,F,45-54,53.0
2681,BI,1996,F,55-64,16.0
2682,BI,1996,F,>65,7.0
2683,BI,1997,M,<14,21.0
2684,BI,1997,M,15-24,208.0
2685,BI,1997,M,25-34,446.0
2686,BI,1997,M,35-44,431.0
2687,BI,1997,M,45-54,198.0
2688,BI,1997,M,55-64,79.0
2689,BI,1997,M,>65,32.0
2690,BI,1997,F,<14,30.0
2691,BI,1997,F,15-24,189.0
2692,BI,1997,F,25-34,265.0
2693,BI,1997,F,35-44,198.0
2694,BI,1997,F,45-54,71.0
2695,BI,1997,F,55-64,39.0
2696,BI,1997,F,>65,19.0
2697,BI,1998,M,<14,45.0
2698,BI,1998,M,15-24,301.0
2699,BI,1998,M,25-34,527.0
2700,BI,1998,M,35-44,530.0
2701,BI,1998,M,45-54,319.0
2702,BI,1998,M,55-64,102.0
2703,BI,1998,M,>65,33.0
2704,BI,1998,F,<14,49.0
2705,BI,1998,F,15-24,265.0
2706,BI,1998,F,25-34,321.0
2707,BI,1998,F,35-44,240.0
2708,BI,1998,F,45-54,126.0
2709,BI,1998,F,55-64,47.0
2710,BI,1998,F,>65,16.0
2711,BI,1999,M,<14,64.0
2712,BI,1999,M,15-24,349.0
2713,BI,1999,M,25-34,566.0
2714,BI,1999,M,35-44,492.0
2715,BI,1999,M,45-54,281.0
2716,BI,1999,M,55-64,102.0
2717,BI,1999,M,>65,57.0
2718,BI,1999,F,<14,66.0
2719,BI,1999,F,15-24,291.0
2720,BI,1999,F,25-34,253.0
2721,BI,1999,F,35-44,236.0
2722,BI,1999,F,45-54,109.0
2723,BI,1999,F,55-64,30.0
2724,BI,1999,F,>65,28.0
2725,BI,2001,M,<14,34.0
2726,BI,2001,M,15-24,344.0
2727,BI,2001,M,25-34,559.0
2728,BI,2001,M,35-44,469.0
2729,BI,2001,M,45-54,238.0
2730,BI,2001,M,55-64,75.0
2731,BI,2001,M,>65,39.0
2732,BI,2001,F,<14,81.0
2733,BI,2001,F,15-24,369.0
2734,BI,2001,F,25-34,364.0
2735,BI,2001,F,35-44,337.0
2736,BI,2001,F,45-54,86.0
2737,BI,2001,F,55-64,30.0
2738,BI,2001,F,>65,15.0
2739,BI,2002,M,<14,16.0
2740,BI,2002,M,15-24,310.0
2741,BI,2002,M,25-34,470.0
2742,BI,2002,M,35-44,520.0
2743,BI,2002,M,45-54,270.0
2744,BI,2002,M,55-64,97.0
2745,BI,2002,M,>65,52.0
2746,BI,2002,F,<14,48.0
2747,BI,2002,F,15-24,243.0
2748,BI,2002,F,25-34,242.0
2749,BI,2002,F,35-44,324.0
2750,BI,2002,F,45-54,152.0
2751,BI,2002,F,55-64,24.0
2752,BI,2002,F,>65,23.0
2753,BI,2003,M,<14,32.0
2754,BI,2003,M,15-24,348.0
2755,BI,2003,M,25-34,572.0
2756,BI,2003,M,35-44,488.0
2757,BI,2003,M,45-54,260.0
2758,BI,2003,M,55-64,106.0
2759,BI,2003,M,>65,35.0
2760,BI,2003,F,<14,75.0
2761,BI,2003,F,15-24,308.0
2762,BI,2003,F,25-34,361.0
2763,BI,2003,F,35-44,276.0
2764,BI,2003,F,45-54,119.0
2765,BI,2003,F,55-64,27.0
2766,BI,2003,F,>65,10.0
2767,BI,2004,M,<14,24.0
2768,BI,2004,M,15-24,352.0
2769,BI,2004,M,25-34,674.0
2770,BI,2004,M,35-44,468.0
2771,BI,2004,M,45-54,292.0
2772,BI,2004,M,55-64,78.0
2773,BI,2004,M,>65,48.0
2774,BI,2004,F,<14,51.0
2775,BI,2004,F,15-24,325.0
2776,BI,2004,F,25-34,370.0
2777,BI,2004,F,35-44,232.0
2778,BI,2004,F,45-54,114.0
2779,BI,2004,F,55-64,40.0
2780,BI,2004,F,>65,19.0
2781,BI,2005,M,<14,34.0
2782,BI,2005,M,15-24,352.0
2783,BI,2005,M,25-34,591.0
2784,BI,2005,M,35-44,525.0
2785,BI,2005,M,45-54,372.0
2786,BI,2005,M,55-64,111.0
2787,BI,2005,M,>65,55.0
2788,BI,2005,F,<14,46.0
2789,BI,2005,F,15-24,298.0
2790,BI,2005,F,25-34,399.0
2791,BI,2005,F,35-44,288.0
2792,BI,2005,F,45-54,122.0
2793,BI,2005,F,55-64,36.0
2794,BI,2005,F,>65,33.0
2795,BI,2006,M,<14,30.0
2796,BI,2006,M,15-24,347.0
2797,BI,2006,M,25-34,600.0
2798,BI,2006,M,35-44,488.0
2799,BI,2006,M,45-54,320.0
2800,BI,2006,M,55-64,114.0
2801,BI,2006,M,>65,64.0
2802,BI,2006,F,<14,41.0
2803,BI,2006,F,15-24,296.0
2804,BI,2006,F,25-34,367.0
2805,BI,2006,F,35-44,242.0
2806,BI,2006,F,45-54,140.0
2807,BI,2006,F,55-64,56.0
2808,BI,2006,F,>65,14.0
2809,BI,2007,M,<14,26.0
2810,BI,2007,M,15-24,425.0
2811,BI,2007,M,25-34,637.0
2812,BI,2007,M,35-44,542.0
2813,BI,2007,M,45-54,372.0
2814,BI,2007,M,55-64,177.0
2815,BI,2007,M,>65,88.0
2816,BI,2007,F,<14,55.0
2817,BI,2007,F,15-24,360.0
2818,BI,2007,F,25-34,392.0
2819,BI,2007,F,35-44,276.0
2820,BI,2007,F,45-54,140.0
2821,BI,2007,F,55-64,67.0
2822,BI,2007,F,>65,38.0
2823,BI,2008,M,<14,30.0
2824,BI,2008,M,15-24,430.0
2825,BI,2008,M,25-34,684.0
2826,BI,2008,M,35-44,526.0
2827,BI,2008,M,45-54,459.0
2828,BI,2008,M,55-64,175.0
2829,BI,2008,M,>65,80.0
2830,BI,2008,F,<14,38.0
2831,BI,2008,F,15-24,335.0
2832,BI,2008,F,25-34,340.0
2833,BI,2008,F,35-44,264.0
2834,BI,2008,F,45-54,139.0
2835,BI,2008,F,55-64,72.0
2836,BI,2008,F,>65,38.0
2837,BJ,1995,M,<14,14.0
2838,BJ,1995,M,15-24,186.0
2839,BJ,1995,M,25-34,352.0
2840,BJ,1995,M,35-44,306.0
2841,BJ,1995,M,45-54,176.0
2842,BJ,1995,M,55-64,101.0
2843,BJ,1995,M,>65,92.0
2844,BJ,1995,F,<14,26.0
2845,BJ,1995,F,15-24,148.0
2846,BJ,1995,F,25-34,197.0
2847,BJ,1995,F,35-44,118.0
2848,BJ,1995,F,45-54,69.0
2849,BJ,1995,F,55-64,32.0
2850,BJ,1995,F,>65,22.0
2851,BJ,1996,M,<14,17.0
2852,BJ,1996,M,15-24,215.0
2853,BJ,1996,M,25-34,348.0
2854,BJ,1996,M,35-44,277.0
2855,BJ,1996,M,45-54,166.0
2856,BJ,1996,M,55-64,102.0
2857,BJ,1996,M,>65,77.0
2858,BJ,1996,F,<14,34.0
2859,BJ,1996,F,15-24,169.0
2860,BJ,1996,F,25-34,218.0
2861,BJ,1996,F,35-44,136.0
2862,BJ,1996,F,45-54,46.0
2863,BJ,1996,F,55-64,42.0
2864,BJ,1996,F,>65,21.0
2865,BJ,1997,M,<14,20.0
2866,BJ,1997,M,15-24,215.0
2867,BJ,1997,M,25-34,376.0
2868,BJ,1997,M,35-44,306.0
2869,BJ,1997,M,45-54,180.0
2870,BJ,1997,M,55-64,76.0
2871,BJ,1997,M,>65,107.0
2872,BJ,1997,F,<14,26.0
2873,BJ,1997,F,15-24,169.0
2874,BJ,1997,F,25-34,226.0
2875,BJ,1997,F,35-44,124.0
2876,BJ,1997,F,45-54,64.0
2877,BJ,1997,F,55-64,21.0
2878,BJ,1997,F,>65,26.0
2879,BJ,1998,M,<14,20.0
2880,BJ,1998,M,15-24,233.0
2881,BJ,1998,M,25-34,367.0
2882,BJ,1998,M,35-44,251.0
2883,BJ,1998,M,45-54,205.0
2884,BJ,1998,M,55-64,113.0
2885,BJ,1998,M,>65,71.0
2886,BJ,1998,F,<14,15.0
2887,BJ,1998,F,15-24,189.0
2888,BJ,1998,F,25-34,242.0
2889,BJ,1998,F,35-44,159.0
2890,BJ,1998,F,45-54,65.0
2891,BJ,1998,F,55-64,39.0
2892,BJ,1998,F,>65,19.0
2893,BJ,1999,M,<14,14.0
2894,BJ,1999,M,15-24,250.0
2895,BJ,1999,M,25-34,444.0
2896,BJ,1999,M,35-44,293.0
2897,BJ,1999,M,45-54,207.0
2898,BJ,1999,M,55-64,124.0
2899,BJ,1999,M,>65,85.0
2900,BJ,1999,F,<14,28.0
2901,BJ,1999,F,15-24,207.0
2902,BJ,1999,F,25-34,254.0
2903,BJ,1999,F,35-44,153.0
2904,BJ,1999,F,45-54,74.0
2905,BJ,1999,F,55-64,39.0
2906,BJ,1999,F,>65,30.0
2907,BJ,2000,M,<14,19.0
2908,BJ,2000,M,15-24,277.0
2909,BJ,2000,M,25-34,428.0
2910,BJ,2000,M,35-44,327.0
2911,BJ,2000,M,45-54,213.0
2912,BJ,2000,M,55-64,103.0
2913,BJ,2000,M,>65,74.0
2914,BJ,2000,F,<14,36.0
2915,BJ,2000,F,15-24,239.0
2916,BJ,2000,F,25-34,275.0
2917,BJ,2000,F,35-44,149.0
2918,BJ,2000,F,45-54,76.0
2919,BJ,2000,F,55-64,45.0
2920,BJ,2000,F,>65,25.0
2921,BJ,2002,M,<14,16.0
2922,BJ,2002,M,15-24,248.0
2923,BJ,2002,M,25-34,489.0
2924,BJ,2002,M,35-44,304.0
2925,BJ,2002,M,45-54,231.0
2926,BJ,2002,M,55-64,125.0
2927,BJ,2002,M,>65,94.0
2928,BJ,2002,F,<14,35.0
2929,BJ,2002,F,15-24,255.0
2930,BJ,2002,F,25-34,298.0
2931,BJ,2002,F,35-44,159.0
2932,BJ,2002,F,45-54,86.0
2933,BJ,2002,F,55-64,47.0
2934,BJ,2002,F,>65,24.0
2935,BJ,2003,M,<14,20.0
2936,BJ,2003,M,15-24,266.0
2937,BJ,2003,M,25-34,504.0
2938,BJ,2003,M,35-44,370.0
2939,BJ,2003,M,45-54,188.0
2940,BJ,2003,M,55-64,117.0
2941,BJ,2003,M,>65,92.0
2942,BJ,2003,F,<14,32.0
2943,BJ,2003,F,15-24,226.0
2944,BJ,2003,F,25-34,304.0
2945,BJ,2003,F,35-44,150.0
2946,BJ,2003,F,45-54,93.0
2947,BJ,2003,F,55-64,47.0
2948,BJ,2003,F,>65,25.0
2949,BJ,2004,M,<14,16.0
2950,BJ,2004,M,15-24,308.0
2951,BJ,2004,M,25-34,529.0
